Co_Ref,Total_Renewal_Score_New,Tenure_Years,Band,call_count_window,tenure_days,price_change_ratio,days_last_call_to_renewal,call_freq_per_month
YI3253,44.5,3.0,1,0,1096.0,0.0,98.0,0.0
NO5711,42.0,4.0,3,0,1461.0,0.0,98.0,0.0
XW3715,41.0,4.0,0,0,1461.0,0.0,98.0,0.0
PQ2564,44.0,4.0,5,0,1461.0,0.0,98.0,0.0
ON1659,43.5,17.0,8,0,6209.0,0.0,98.0,0.0
VQ1607,45.0,9.0,2,1,3287.0,0.0,810.0,0.2222222222222222
ZZ3333,43.5,3.0,4,1,1096.0,0.0,294.0,0.2222222222222222
UW2448,44.0,10.0,1,0,3652.0,0.0,98.0,0.0
GI5662,45.0,4.0,2,0,1461.0,0.0,98.0,0.0
DW3800,40.0,16.0,1,0,5844.0,0.0,98.0,0.0
CL8942,44.5,4.0,1,1,1461.0,0.0,506.0,0.2222222222222222
DM2570,45.5,16.0,1,1,5844.0,0.0,294.0,0.2222222222222222
XW3750,43.0,5.0,5,0,1826.0,0.0,98.0,0.0
XN2226,43.5,4.0,5,1,1461.0,0.0,506.0,0.2222222222222222
KB3093,45.0,16.0,2,1,5844.0,0.0,294.0,0.2222222222222222
AD6202,41.5,5.0,4,0,1826.0,0.0,98.0,0.0
YM1356,41.0,3.0,1,0,1096.0,0.0,98.0,0.0
YV7647,46.0,6.0,3,1,2191.0,0.0,294.0,0.2222222222222222
CP1276,45.0,5.0,9,1,1826.0,0.0,172.0,0.2222222222222222
AZ3770,41.0,5.0,1,0,1826.0,0.0,98.0,0.0
HT7220,42.5,3.0,5,0,1096.0,0.0,98.0,0.0
QR4897,44.5,6.0,1,0,2191.0,0.0,98.0,0.0
LZ6341,42.5,5.0,7,1,1826.0,0.0,410.0,0.2222222222222222
IW6307,43.0,3.0,4,1,1096.0,0.0,234.0,0.2222222222222222
NZ6085,43.0,4.0,8,1,1461.0,0.0,506.0,0.2222222222222222
JB4783,42.0,2.0,0,0,730.0,0.0,98.0,0.0
UD8986,43.5,15.0,4,0,5479.0,0.0,98.0,0.0
WF4129,44.5,3.0,1,0,1096.0,0.0,98.0,0.0
GQ1836,44.5,3.0,2,0,1096.0,0.0,98.0,0.0
CV8562,44.5,9.0,9,0,3287.0,0.0,98.0,0.0
PS9612,44.5,8.0,8,1,2922.0,0.0,233.0,0.2222222222222222
CI6045,44.5,9.0,10,1,3287.0,0.0,444.0,0.2222222222222222
JR0342,40.5,5.0,1,1,1826.0,0.0,505.0,0.2222222222222222
TK7786,43.0,15.0,5,1,5479.0,0.0,234.0,0.2222222222222222
DG5614,44.0,5.0,1,0,1826.0,0.0,98.0,0.0
GM5001,43.5,5.0,8,1,1826.0,0.0,596.0,0.2222222222222222
UL0937,43.5,4.0,1,0,1461.0,0.0,98.0,0.0
WF9339,41.0,9.0,1,0,3287.0,0.0,98.0,0.0
IC6493,42.0,3.0,0,0,1096.0,0.0,98.0,0.0
OA6051,45.0,16.0,5,0,5844.0,0.0,98.0,0.0
RB6185,46.5,15.0,4,0,5479.0,0.0,98.0,0.0
KP5522,41.0,3.0,2,0,1096.0,0.0,98.0,0.0
XC8782,42.0,10.0,4,0,3652.0,0.0,98.0,0.0
EM7937,45.0,8.0,4,0,2922.0,0.0,98.0,0.0
JN7924,45.0,10.0,5,0,3652.0,0.0,98.0,0.0
MV6705,40.0,4.0,1,0,1461.0,0.0,98.0,0.0
OX4774,45.5,16.0,5,0,5844.0,0.0,98.0,0.0
OG9300,42.0,5.0,7,0,1826.0,0.0,98.0,0.0
DY8078,46.0,5.0,5,1,1826.0,0.0,-191.0,0.2222222222222222
LZ6666,44.5,3.0,4,1,1096.0,0.0,412.0,0.2222222222222222
AH0860,45.5,4.0,2,0,1461.0,0.0,98.0,0.0
QH7450,41.0,8.0,1,1,2922.0,0.0,171.0,0.2222222222222222
NS2029,42.5,5.0,2,0,1826.0,0.0,98.0,0.0
BX7956,44.0,4.0,4,1,1461.0,89.24242424242425,293.0,0.2222222222222222
XB1398,44.5,8.0,3,1,2922.0,0.0,597.0,0.2222222222222222
DV8517,41.0,10.0,1,0,3652.0,0.0,98.0,0.0
NV8012,43.0,19.0,2,0,6940.0,0.0,98.0,0.0
EP5719,44.0,8.0,13,1,2922.0,0.0,261.0,0.2222222222222222
WA1004,42.5,6.0,1,1,2191.0,0.0,474.0,0.2222222222222222
WQ7437,43.5,8.0,2,0,2922.0,0.0,98.0,0.0
QI0068,43.5,3.0,4,0,1096.0,0.0,98.0,0.0
ES4981,44.0,9.0,1,0,3287.0,0.0,98.0,0.0
DZ3365,44.0,4.0,4,0,1461.0,0.0,98.0,0.0
QS8869,44.5,3.0,5,0,1096.0,0.0,98.0,0.0
RH1959,42.0,4.0,2,1,1461.0,0.0,171.0,0.2222222222222222
AH0741,43.0,4.0,2,1,1461.0,0.0,293.0,0.2222222222222222
QA9723,41.0,3.0,2,0,1096.0,0.0,98.0,0.0
HP5202,44.5,20.0,3,0,7305.0,0.0,98.0,0.0
JL9981,43.0,5.0,1,0,1826.0,0.0,98.0,0.0
WY9068,45.5,9.0,9,0,3287.0,0.0,98.0,0.0
JT8278,44.5,4.0,0,1,1461.0,0.0,293.0,0.2222222222222222
SW8666,39.5,5.0,4,0,1826.0,0.0,98.0,0.0
PI7557,44.5,9.0,5,1,3287.0,0.0,411.0,0.2222222222222222
MI2457,44.0,5.0,4,1,1826.0,0.0,293.0,0.2222222222222222
NA1000,41.0,20.0,2,0,7305.0,0.0,98.0,0.0
QZ6908,44.5,3.0,1,0,1096.0,0.0,98.0,0.0
DY1698,44.0,12.0,4,1,4399.0,0.0,262.0,0.2222222222222222
KR2267,46.5,20.0,5,0,7305.0,0.0,98.0,0.0
AR7579,41.5,5.0,1,0,1826.0,0.0,98.0,0.0
VU1008,42.5,10.0,5,1,3652.0,0.0,171.0,0.2222222222222222
OI1900,43.5,5.0,4,0,1826.0,0.0,98.0,0.0
BU4714,45.0,4.0,1,0,1461.0,0.0,98.0,0.0
HD4599,45.5,3.0,3,0,1096.0,0.0,98.0,0.0
ST8686,44.5,5.0,2,0,1826.0,0.0,98.0,0.0
MR8589,45.5,5.0,3,1,1826.0,0.0,871.0,0.2222222222222222
WP5588,44.5,4.0,3,1,1461.0,0.0,324.0,0.2222222222222222
LK0566,43.0,4.0,1,0,1461.0,0.0,98.0,0.0
ZE2855,45.5,20.0,1,0,7305.0,0.0,98.0,0.0
QO9984,40.5,5.0,3,0,1826.0,0.0,98.0,0.0
ZZ9628,43.0,10.0,3,0,3652.0,0.0,98.0,0.0
JD4810,45.5,19.0,7,0,6940.0,0.0,98.0,0.0
VF3482,44.0,23.0,7,0,8401.0,0.0,98.0,0.0
SD8158,43.0,4.0,1,0,1461.0,0.0,98.0,0.0
IN9352,43.0,4.0,1,0,1461.0,0.0,98.0,0.0
DG9887,46.5,9.0,4,0,3287.0,0.0,98.0,0.0
RF4442,43.5,5.0,2,0,1826.0,0.0,98.0,0.0
MV0478,42.0,3.0,7,0,1096.0,0.0,98.0,0.0
KE7394,44.5,14.0,2,0,5113.0,0.0,98.0,0.0
WG5472,40.5,4.0,4,0,1461.0,0.0,98.0,0.0
QS4469,45.0,5.0,1,1,1826.0,0.0,689.0,0.2222222222222222
PO2243,41.0,3.0,1,0,1096.0,0.0,98.0,0.0
CP1270,45.5,9.0,5,0,3287.0,1.8842350203606748,98.0,0.0
EO3842,46.0,10.0,5,0,3652.0,0.0,98.0,0.0
MG0343,44.5,4.0,1,0,1461.0,0.0,98.0,0.0
GZ5177,41.0,4.0,1,0,1461.0,0.0,98.0,0.0
MK8611,43.0,10.0,3,1,3652.0,0.0,293.0,0.2222222222222222
WL8932,45.0,3.0,3,0,1096.0,0.0,98.0,0.0
QH0036,44.5,3.0,3,1,1096.0,0.0,840.0,0.2222222222222222
VD3755,42.5,4.0,1,0,1461.0,0.0,98.0,0.0
IA9398,43.5,3.0,5,1,1096.0,0.0,473.0,0.2222222222222222
CK0311,43.5,16.0,1,0,5844.0,0.0,98.0,0.0
IZ0011,45.5,16.0,7,1,5844.0,0.6282963583089158,383.0,0.2222222222222222
QI4857,45.5,10.0,5,1,3652.0,0.0,658.0,0.2222222222222222
PF7856,43.5,3.0,5,0,1096.0,0.0,98.0,0.0
QX7917,39.5,2.0,2,1,730.0,0.0,323.0,0.2222222222222222
OY2661,43.0,13.0,1,0,4748.0,0.0,98.0,0.0
QS2032,44.0,2.0,2,0,730.0,0.0,98.0,0.0
CG3852,41.5,2.0,8,1,730.0,0.0,199.0,0.2222222222222222
LS2033,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
WH2343,44.0,4.0,3,1,1461.0,0.0,292.0,0.2222222222222222
OY8781,43.0,10.0,2,0,3652.0,0.0,98.0,0.0
TK0493,45.5,9.0,2,0,3287.0,0.0,98.0,0.0
GN9479,44.5,5.0,3,0,1826.0,0.0,98.0,0.0
LK0639,45.0,11.0,1,1,4056.0,0.0,870.0,0.2222222222222222
UK3686,40.0,3.0,2,0,1096.0,0.0,98.0,0.0
GG4588,45.5,8.0,5,1,2922.0,0.0,325.0,0.2222222222222222
DO0858,45.0,19.0,7,0,6954.0,0.0,98.0,0.0
KJ2179,45.0,10.0,7,1,3652.0,0.0,170.0,0.2222222222222222
UB4847,44.0,15.0,3,0,5479.0,0.0,98.0,0.0
YG1834,44.5,9.0,1,0,3287.0,0.0,98.0,0.0
HC2076,44.0,9.0,3,0,3287.0,0.0,98.0,0.0
RA9136,40.5,5.0,1,1,1826.0,0.0,289.0,0.2222222222222222
NR1522,44.0,2.0,3,0,730.0,0.0,98.0,0.0
TL9391,44.5,15.0,3,0,5479.0,0.0,98.0,0.0
OK9223,44.5,3.0,9,1,1096.0,0.0,473.0,0.2222222222222222
CP0947,41.0,4.0,2,1,1461.0,0.0,381.0,0.2222222222222222
VX1361,43.5,2.0,4,0,730.0,0.0,98.0,0.0
ZY4253,43.0,7.0,3,0,2557.0,0.0,98.0,0.0
UH3553,44.0,2.0,1,0,730.0,0.0,98.0,0.0
LQ9972,42.0,4.0,2,0,1461.0,0.0,98.0,0.0
IU0245,44.0,7.0,4,0,2557.0,0.0,98.0,0.0
VT3049,40.0,13.0,1,0,4748.0,0.0,98.0,0.0
SP9010,41.5,2.0,3,0,730.0,0.0,98.0,0.0
SJ8911,43.0,15.0,7,1,5479.0,0.0,596.0,0.2222222222222222
HI4458,44.0,9.0,8,1,3287.0,0.0,170.0,0.2222222222222222
AF4598,45.5,19.0,7,0,6940.0,0.0,98.0,0.0
PM2716,43.0,4.0,1,1,1461.0,0.0,323.0,0.2222222222222222
FQ2120,41.0,3.0,1,1,1096.0,0.0,292.0,0.2222222222222222
CX5917,45.5,5.0,2,0,1826.0,0.0,98.0,0.0
MS0488,45.5,9.0,2,1,3287.0,0.0966685923358368,202.0,0.2222222222222222
NZ6968,45.5,7.0,1,0,2557.0,0.0,98.0,0.0
HK9018,45.0,4.0,2,0,1461.0,0.0,98.0,0.0
GE3672,43.0,13.0,2,0,4748.0,0.0,98.0,0.0
YL7725,43.5,3.0,2,1,1096.0,0.0,870.0,0.2222222222222222
AY3750,36.0,10.0,8,1,3652.0,0.0,-38.0,0.2222222222222222
QI9287,45.5,20.0,3,1,7305.0,0.0,352.0,0.2222222222222222
AZ6288,43.0,3.0,7,0,1096.0,0.0,98.0,0.0
FY2514,46.5,7.0,3,0,2557.0,0.0,98.0,0.0
BU1947,43.0,7.0,4,0,2557.0,0.0,98.0,0.0
LW9571,44.5,8.0,2,0,2922.0,0.0,98.0,0.0
MO2332,46.5,14.0,2,1,5113.0,0.0,197.0,0.2222222222222222
OE5325,41.0,9.0,1,0,3287.0,0.0,98.0,0.0
TZ6444,44.0,15.0,8,0,5479.0,0.0,98.0,0.0
IW3821,44.0,5.0,3,1,1826.0,0.0,323.0,0.2222222222222222
TJ3207,44.5,15.0,3,0,5479.0,0.0,98.0,0.0
NU1999,44.5,20.0,5,1,7305.0,0.0,170.0,0.2222222222222222
ZM3960,43.0,5.0,9,1,1826.0,0.0,415.0,0.2222222222222222
KU2142,42.5,16.0,1,0,5844.0,0.0,98.0,0.0
MY1067,45.0,4.0,1,1,1461.0,0.0,293.0,0.2222222222222222
KQ7677,44.5,3.0,3,0,1096.0,0.0,98.0,0.0
CK3657,45.5,16.0,7,0,5844.0,0.0,98.0,0.0
DJ2619,40.5,2.0,7,1,730.0,0.0,261.0,0.2222222222222222
FI6545,46.5,21.0,5,1,7670.0,0.0,169.0,0.2222222222222222
YL7818,44.0,7.0,8,0,2557.0,0.0,98.0,0.0
PK6982,44.5,3.0,3,0,1096.0,0.0,98.0,0.0
DN5377,45.0,3.0,1,1,1096.0,0.0,870.0,0.2222222222222222
DK1880,43.0,2.0,1,1,730.0,0.0,323.0,0.2222222222222222
SN2610,43.5,15.0,4,0,5479.0,0.0,98.0,0.0
FP9002,43.0,4.0,2,1,1461.0,0.0,323.0,0.2222222222222222
XJ5490,45.0,3.0,1,1,1096.0,0.0,353.0,0.2222222222222222
OM7206,43.0,2.0,2,1,730.0,0.0,411.0,0.2222222222222222
QT1134,43.0,4.0,2,1,1461.0,0.0,261.0,0.2222222222222222
EY3985,41.5,2.0,2,1,730.0,0.0,170.0,0.2222222222222222
FM8722,44.5,3.0,5,0,1096.0,0.0,98.0,0.0
PD9763,42.5,2.0,3,0,730.0,0.0,98.0,0.0
KV3614,42.5,3.0,5,0,1096.0,0.04503990877993159,98.0,0.0
LH3220,43.5,8.0,8,0,2922.0,0.0,98.0,0.0
IO7171,45.0,8.0,4,1,2922.0,0.0,261.0,0.2222222222222222
FD0234,43.0,7.0,4,1,2557.0,0.0,596.0,0.2222222222222222
FT5328,43.5,3.0,2,0,1096.0,0.0,98.0,0.0
IA7968,42.0,2.0,4,1,730.0,0.0,260.0,0.2222222222222222
ZY0747,45.5,18.0,5,0,6574.0,0.0,98.0,0.0
CP1403,43.0,9.0,2,0,3348.0,0.0,98.0,0.0
VV4186,46.0,10.0,4,0,3652.0,0.0,98.0,0.0
OW0291,44.0,3.0,2,1,1096.0,0.0,595.0,0.2222222222222222
QB7627,43.5,3.0,1,0,1096.0,0.0,98.0,0.0
MA3597,42.0,16.0,7,0,5924.0,0.0,98.0,0.0
OJ4180,44.5,3.0,1,1,1096.0,0.0,503.0,0.2222222222222222
YG9234,44.5,3.0,3,0,1096.0,0.0,98.0,0.0
OT6431,42.5,2.0,1,0,730.0,0.0,98.0,0.0
RO3271,45.5,8.0,8,1,2922.0,0.0,443.0,0.2222222222222222
IJ0772,45.0,7.0,13,0,2557.0,0.0,98.0,0.0
OC3020,44.0,19.0,1,0,6940.0,0.0,98.0,0.0
IL2441,41.0,7.0,1,0,2557.0,0.0,98.0,0.0
JC1197,43.5,4.0,1,1,1461.0,0.0,809.0,0.2222222222222222
MV6068,44.5,19.0,4,1,6954.0,0.0,201.0,0.2222222222222222
NN2445,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
UL9993,44.0,4.0,1,0,1461.0,0.0,98.0,0.0
HJ5170,45.0,8.0,4,0,2922.0,14.842857142857143,98.0,0.0
VH0124,41.5,2.0,1,0,730.0,0.0,98.0,0.0
LQ2414,41.0,8.0,5,1,2922.0,0.0,380.0,0.2222222222222222
UQ7846,40.0,4.0,1,0,1461.0,0.0,98.0,0.0
ZJ3620,42.0,7.0,1,1,2557.0,0.0,259.0,0.2222222222222222
TQ9216,41.0,9.0,1,1,3287.0,0.0,471.0,0.2222222222222222
VD6356,41.5,2.0,3,0,730.0,0.0,98.0,0.0
MH0114,43.0,4.0,0,1,1461.0,0.0,260.0,0.2222222222222222
QC9204,41.0,8.0,10,1,2922.0,0.0,292.0,0.2222222222222222
RS1529,45.0,3.0,1,1,1096.0,0.0,472.0,0.2222222222222222
JJ8384,46.5,18.0,9,0,6574.0,0.0,98.0,0.0
HA8998,41.0,3.0,3,0,1096.0,0.0,98.0,0.0
ET0912,44.0,8.0,3,0,2922.0,0.0,98.0,0.0
GI6520,42.0,4.0,7,1,1461.0,0.0,322.0,0.2222222222222222
HI4602,42.0,10.0,1,0,3652.0,0.0,98.0,0.0
GV4796,46.5,14.0,4,0,5175.0,0.0,98.0,0.0
CH0801,42.0,4.0,0,0,1461.0,0.0,98.0,0.0
PY6933,46.5,9.0,1,1,3287.0,0.0,260.0,0.2222222222222222
OE4119,44.0,2.0,3,1,730.0,0.0,472.0,0.2222222222222222
AF3809,44.0,7.0,3,0,2557.0,0.0,98.0,0.0
SA6498,41.0,1.0,2,1,365.0,0.0,471.0,0.2222222222222222
NE6001,46.5,10.0,2,0,3652.0,0.0,98.0,0.0
CD4532,41.0,4.0,2,0,1461.0,0.0,98.0,0.0
AW4054,43.5,8.0,4,0,2922.0,0.0,98.0,0.0
FP6729,42.5,2.0,0,0,730.0,0.0,98.0,0.0
YQ0552,44.0,3.0,0,0,1096.0,0.0,98.0,0.0
YU7633,42.0,3.0,3,1,1096.0,0.0,809.0,0.2222222222222222
DD9876,46.5,21.0,2,0,7670.0,0.0,98.0,0.0
XW2628,45.5,7.0,2,0,2557.0,0.0,98.0,0.0
JE1677,44.5,3.0,4,0,1096.0,0.0,98.0,0.0
VG0703,46.0,9.0,2,0,3287.0,0.0,98.0,0.0
PH8980,42.0,4.0,4,0,1461.0,0.0,98.0,0.0
KQ3302,44.5,9.0,3,0,3287.0,0.0,98.0,0.0
ZB9194,45.0,23.0,2,0,8401.0,0.0,98.0,0.0
RU8253,43.0,2.0,4,1,730.0,0.0,471.0,0.2222222222222222
JV2500,46.0,8.0,3,0,2922.0,0.0,98.0,0.0
KK2957,43.0,21.0,3,1,7670.0,0.0,201.0,0.2222222222222222
CT8850,43.5,10.0,3,0,3652.0,0.0,98.0,0.0
YL1777,43.0,4.0,4,1,1461.0,0.0,472.0,0.2222222222222222
PP7122,44.5,13.0,1,0,4748.0,0.0,98.0,0.0
SV2978,40.5,2.0,1,0,730.0,0.0,98.0,0.0
QB9021,44.0,18.0,4,0,6574.0,0.20485993925075932,98.0,0.0
JH9742,44.0,18.0,1,1,6574.0,0.0,595.0,0.2222222222222222
PE3660,43.0,3.0,1,0,1096.0,0.0,98.0,0.0
TX1180,44.0,9.0,7,0,3287.0,0.0,98.0,0.0
WT3090,44.5,13.0,9,0,4748.0,0.0,98.0,0.0
RR1888,45.0,2.0,4,1,730.0,0.0,503.0,0.2222222222222222
HD0922,44.5,18.0,5,1,6574.0,0.0,291.0,0.2222222222222222
PP9990,45.0,13.0,4,0,4742.0,0.0,98.0,0.0
IA7903,45.5,9.0,2,0,3287.0,0.0,98.0,0.0
JC6394,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
MN4495,44.5,10.0,4,1,3652.0,0.0,292.0,0.2222222222222222
YJ0544,40.5,2.0,4,0,730.0,0.0,98.0,0.0
AR8007,46.5,9.0,3,1,3287.0,0.0,465.0,0.2222222222222222
WB9402,41.5,2.0,1,1,730.0,0.0,260.0,0.2222222222222222
UD4730,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
FF4446,39.5,2.0,3,1,730.0,0.0,193.0,0.2222222222222222
KG3988,40.0,4.0,2,0,1461.0,0.0,98.0,0.0
PP8556,46.5,13.0,5,0,4748.0,0.0,98.0,0.0
QH0836,42.5,4.0,4,1,1461.0,0.0,595.0,0.2222222222222222
DX2749,44.5,18.0,4,0,6574.0,0.0,98.0,0.0
KE4466,39.5,2.0,1,0,730.0,0.0,98.0,0.0
LS6878,45.0,19.0,7,0,6940.0,0.0,98.0,0.0
WX5695,40.5,2.0,2,0,730.0,0.0,98.0,0.0
TH1128,44.0,7.0,1,0,2557.0,0.0,98.0,0.0
XQ7453,42.5,3.0,2,0,1096.0,0.0,98.0,0.0
JD1464,44.5,22.0,12,0,8035.0,0.0,98.0,0.0
FG3946,44.5,12.0,2,0,4383.0,0.0,98.0,0.0
LE0904,43.0,2.0,1,1,730.0,0.0,260.0,0.2222222222222222
PH7047,43.0,2.0,1,0,730.0,0.0,98.0,0.0
OA4770,42.0,3.0,2,0,1096.0,0.0,98.0,0.0
HU6835,44.0,23.0,2,1,8401.0,0.0,471.0,0.2222222222222222
TI0825,40.5,2.0,1,1,730.0,0.0,260.0,0.2222222222222222
DU0030,41.5,2.0,1,1,730.0,0.0,259.0,0.2222222222222222
PT5750,43.5,7.0,4,0,2557.0,0.0,98.0,0.0
UI1987,46.0,11.0,2,1,4018.0,0.0,624.0,0.2222222222222222
LI9323,42.5,2.0,1,0,730.0,0.0,98.0,0.0
BL6607,44.0,9.0,1,0,3287.0,0.0,98.0,0.0
PJ9375,44.0,7.0,4,0,2557.0,0.0,98.0,0.0
HE8236,42.5,12.0,2,1,4384.0,0.0,624.0,0.2222222222222222
DM4654,43.0,9.0,3,1,3287.0,0.0,655.0,0.2222222222222222
QE1563,44.0,7.0,4,0,2557.0,0.0,98.0,0.0
AG4578,42.0,9.0,4,0,3287.0,0.0,98.0,0.0
FQ7566,42.5,19.0,1,0,6940.0,0.0,98.0,0.0
SH3805,43.5,2.0,2,1,730.0,0.0,168.0,0.2222222222222222
PJ2114,42.0,9.0,2,0,3287.0,0.0,98.0,0.0
TM7486,43.5,3.0,3,1,1096.0,0.0,471.0,0.2222222222222222
UA5215,46.0,8.0,1,1,2922.0,0.0,502.0,0.2222222222222222
HE8856,43.0,2.0,2,0,730.0,0.0,98.0,0.0
VF7361,44.0,2.0,4,0,730.0,0.0,98.0,0.0
ND5531,44.0,14.0,10,0,5113.0,0.0,98.0,0.0
FU7092,42.0,2.0,3,1,730.0,0.0,286.0,0.2222222222222222
CW2067,46.0,11.0,2,0,4018.0,0.0,98.0,0.0
ZD8235,43.0,9.0,4,0,3287.0,0.0,98.0,0.0
NM2173,42.5,7.0,4,0,2557.0,0.0,98.0,0.0
OJ8900,41.5,3.0,2,0,1096.0,0.0,98.0,0.0
WW3437,42.0,9.0,3,1,3287.0,0.0,259.0,0.2222222222222222
AH2284,41.5,7.0,4,0,2557.0,0.0,98.0,0.0
TX0986,45.5,13.0,4,1,4748.0,0.0,471.0,0.2222222222222222
RD7456,43.0,13.0,4,1,4748.0,0.0,287.0,0.2222222222222222
PM3423,45.5,13.0,4,0,4748.0,0.0,98.0,0.0
OB9048,42.5,3.0,3,0,1096.0,0.0,98.0,0.0
LE8497,45.0,18.0,5,0,6574.0,0.0,98.0,0.0
GY0783,41.5,2.0,2,0,730.0,0.0,98.0,0.0
ND4575,43.0,14.0,1,0,5113.0,0.0,98.0,0.0
HN7631,44.0,13.0,5,1,4748.0,0.0,624.0,0.2222222222222222
TL9341,43.0,3.0,2,0,1096.0,0.0,98.0,0.0
ND2663,44.0,14.0,7,0,5113.0,0.0,98.0,0.0
MM6328,44.0,19.0,5,1,6940.0,0.0,259.0,0.2222222222222222
SV1095,44.0,2.0,5,0,730.0,0.0,98.0,0.0
AE1692,45.5,23.0,4,1,8401.0,0.0,624.0,0.2222222222222222
LC2381,44.5,9.0,3,0,3287.0,0.0,98.0,0.0
FE8066,45.0,18.0,5,1,6574.0,0.0,624.0,0.2222222222222222
LY7479,44.5,7.0,4,0,2557.0,0.0,98.0,0.0
HA7845,45.0,12.0,3,0,4386.0,0.0,98.0,0.0
BB9211,42.5,6.0,4,0,2191.0,0.0,98.0,0.0
GD3864,42.0,12.0,1,0,4383.0,0.0,98.0,0.0
PM2131,46.5,18.0,2,0,6574.0,0.0,98.0,0.0
BD9227,46.5,8.0,5,0,2922.0,0.0,98.0,0.0
WA3315,45.0,13.0,3,0,4748.0,0.0,98.0,0.0
FX0487,44.5,3.0,1,0,1096.0,0.0,98.0,0.0
CN2138,44.0,6.0,1,1,2191.0,0.0,259.0,0.2222222222222222
JH5201,46.0,9.0,5,0,3287.0,0.0,98.0,0.0
ZG5747,40.5,2.0,2,0,730.0,0.0,98.0,0.0
SI0017,42.0,8.0,1,0,2922.0,0.0,98.0,0.0
VP5750,41.0,1.0,1,0,365.0,0.0,98.0,0.0
HE9670,42.0,12.0,2,1,4383.0,0.0,624.0,0.2222222222222222
FD1641,40.5,2.0,0,0,730.0,0.0,98.0,0.0
OM9442,40.5,2.0,1,0,730.0,0.0,98.0,0.0
PF7361,44.5,9.0,5,0,3287.0,0.0,98.0,0.0
IK9216,44.5,3.0,2,0,1096.0,0.0,98.0,0.0
AI9173,42.5,2.0,0,1,730.0,0.0,502.0,0.2222222222222222
CA4948,44.0,2.0,2,0,730.0,0.0,98.0,0.0
SD9772,45.0,2.0,10,0,730.0,0.0,98.0,0.0
JH9248,44.0,9.0,2,0,3287.0,0.0,98.0,0.0
HE9909,41.0,12.0,1,0,4383.0,0.0,98.0,0.0
ZK2366,41.0,13.0,1,0,4748.0,0.0,98.0,0.0
QL4334,44.5,3.0,0,0,1096.0,0.0,98.0,0.0
NI2977,44.5,17.0,3,0,6209.0,0.0,98.0,0.0
MN5340,41.0,3.0,0,0,1096.0,0.0,98.0,0.0
ZD6819,42.0,11.0,3,1,4018.0,0.0,624.0,0.2222222222222222
MW0963,46.5,14.0,2,1,5113.0,0.0,471.0,0.2222222222222222
FL2843,42.0,3.0,1,0,1096.0,0.0,98.0,0.0
ND6009,46.5,14.0,4,1,5113.0,0.0,594.0,0.2222222222222222
IW6580,43.0,24.0,2,0,8766.0,0.0,98.0,0.0
OW1629,45.5,8.0,7,1,2922.0,0.0,807.0,0.2222222222222222
UX5329,44.0,22.0,3,0,8035.0,0.0,98.0,0.0
OP3736,42.5,6.0,1,1,2191.0,0.0,227.0,0.2222222222222222
PO9952,43.5,13.0,4,0,4748.0,0.0,98.0,0.0
NB6071,45.5,7.0,4,0,2557.0,0.0,98.0,0.0
AV3194,41.5,5.0,1,0,1826.0,0.0,98.0,0.0
JU4500,43.0,16.0,5,0,5844.0,0.0,98.0,0.0
AD2265,44.0,17.0,12,1,6209.0,0.0,410.0,0.2222222222222222
YF0568,43.5,6.0,2,1,2191.0,0.0,289.0,0.2222222222222222
CC1872,40.5,2.0,3,1,730.0,0.0,501.0,0.2222222222222222
JB9399,45.5,22.0,5,1,8035.0,0.0,685.0,0.2222222222222222
KN5048,46.0,5.0,4,1,1826.0,0.0,289.0,0.2222222222222222
WP1743,45.5,22.0,5,0,8035.0,0.0,98.0,0.0
PF9530,45.5,7.0,2,0,2557.0,0.0,98.0,0.0
JI8346,46.5,22.0,9,1,8035.0,0.0,-11.0,0.2222222222222222
JC1426,46.5,16.0,7,0,5844.0,0.0,98.0,0.0
HE7519,46.5,12.0,3,1,4383.0,0.0,470.0,0.2222222222222222
CX5246,43.0,2.0,1,0,730.0,0.0,98.0,0.0
FS5597,43.0,12.0,4,1,4383.0,0.0,290.0,0.2222222222222222
TH7800,40.5,6.0,2,1,2191.0,0.0,469.0,0.2222222222222222
CB5343,45.0,11.0,2,0,4018.0,0.0,98.0,0.0
OX7491,43.0,2.0,3,1,730.0,0.0,470.0,0.2222222222222222
GP6365,45.0,22.0,5,0,8035.0,0.0,98.0,0.0
HG5284,44.0,2.0,3,0,730.0,0.0,98.0,0.0
GO2742,45.5,22.0,4,1,8035.0,0.2877959927140255,441.0,0.2222222222222222
ED0826,43.5,23.0,3,1,8485.0,0.1437670609645132,654.0,0.2222222222222222
ZZ2697,45.0,22.0,3,0,8035.0,0.0,98.0,0.0
ET9863,45.5,7.0,8,0,2557.0,0.0,98.0,0.0
DJ1768,42.0,2.0,2,1,730.0,0.0,166.0,0.2222222222222222
ND2424,43.5,14.0,4,0,5113.0,0.0,98.0,0.0
QI3073,44.0,16.0,4,1,5844.0,0.0,230.0,0.2222222222222222
EU1472,42.0,17.0,5,0,6229.0,0.0,98.0,0.0
CK8124,43.0,7.0,0,0,2557.0,0.0,98.0,0.0
GV1426,44.0,2.0,4,0,730.0,0.0,98.0,0.0
