Co_Ref,crm_contractor_sentiment_score,crm_agent_chase_count,Time_to_Renewal,crm_delays_in_accreditation,crm_contractor_engagement,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_overdue,crm_customer_complained,crm_dissatisfaction_with_support
GC7976,40.0,1.0,0,0,1,1,0,1,0,0
GC8089,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GC8179,25.0,0.75,3,1,0,1,0,2,0,0
GC8261,50.0,1.0,0,0,1,2,0,0,0,0
GC8359,50.0,1.25,0,0,1,2,0,0,0,0
GC8387,30.0,0.7142857142857143,0,1,0,1,0,1,0,0
GC8404,63.333333333333336,1.6666666666666667,0,2,1,1,0,1,0,0
GC8454,12.5,1.5,0,0,1,1,0,1,0,0
GC9565,45.0,1.0,1,0,1,2,0,1,0,0
GC9571,16.666666666666668,1.0,0,1,0,1,0,2,0,0
GC9750,33.333333333333336,1.0,0,2,1,1,0,1,0,0
GC9863,0.0,1.4,0,1,1,1,0,1,0,0
GC9891,50.0,3.0,3,2,1,2,0,0,0,0
GC9934,43.333333333333336,3.0,0,0,1,2,0,0,0,0
GD0049,25.0,2.5,0,0,1,1,0,1,0,0
GD0173,60.0,0.3333333333333333,1,0,1,2,0,0,0,0
GD0313,47.5,0.75,0,0,1,1,0,0,0,0
GD0325,10.0,1.5,0,0,1,1,0,0,0,0
GD0427,33.333333333333336,2.0,1,2,1,0,0,1,0,0
GD1273,50.0,2.0,0,0,1,2,0,2,0,0
GD1339,11.666666666666666,0.3333333333333333,0,1,0,1,0,0,0,0
GD1441,25.0,0.5,1,0,1,1,0,1,0,0
GD1450,28.75,0.375,0,1,0,1,0,1,0,0
GD1483,16.666666666666668,1.0,0,1,0,1,0,1,0,0
GD1533,10.0,2.0,0,0,1,0,0,0,0,0
GD1585,50.0,1.0,2,0,1,1,0,1,0,0
GD1722,16.666666666666668,0.3333333333333333,0,0,0,1,0,1,0,0
GD1855,50.0,0.6666666666666666,0,0,1,1,0,0,0,0
GD1946,50.0,1.25,0,2,1,2,0,0,0,0
GD1979,50.0,1.6666666666666667,0,0,1,1,0,2,0,0
GD2068,60.0,1.3333333333333333,0,2,1,1,0,0,0,0
GD2094,65.0,0.75,0,0,1,2,0,1,0,0
GD2189,40.0,1.0,0,0,1,1,0,1,0,0
GD2281,7.142857142857143,0.8571428571428571,1,0,1,1,0,1,0,0
GD2678,25.0,1.5,0,0,1,1,0,2,0,0
GD2696,6.666666666666667,2.3333333333333335,1,0,1,1,0,0,0,0
GD2819,50.0,1.5,2,0,1,1,0,2,0,0
GD3078,0.0,1.2,2,1,0,1,0,1,0,0
GD3167,46.666666666666664,3.6666666666666665,0,2,1,1,0,2,0,0
GD3482,14.285714285714286,1.4285714285714286,0,0,1,1,0,1,0,0
GD3705,0.0,3.0,0,1,0,1,0,1,0,1
GD3864,45.0,2.0,1,2,1,1,0,1,0,1
GD4112,10.0,0.4,1,1,0,1,0,0,0,0
GD4351,16.666666666666668,0.8333333333333334,0,1,0,1,0,1,0,0
GD4475,50.0,0.6666666666666666,0,0,1,2,0,2,0,0
GD4608,46.666666666666664,0.3333333333333333,1,0,1,1,0,0,0,0
GD4714,30.0,0.3333333333333333,0,0,1,1,0,1,0,0
GD5013,0.0,1.0,0,0,1,1,0,1,0,0
GD5307,26.0,0.6,1,1,0,1,0,0,0,0
GD5673,50.0,2.0,1,0,1,1,0,0,0,0
GD5812,50.0,1.6666666666666667,0,0,1,2,1,2,0,0
GD5820,0.0,1.0,0,0,1,1,0,0,0,0
GD6148,11.428571428571429,1.0,0,1,0,1,0,1,0,0
GD6263,20.0,1.4,3,1,0,1,0,0,0,0
GD6361,50.0,1.0,0,2,1,1,0,1,0,0
GD6484,70.0,1.5,1,0,1,1,0,0,0,0
GD6626,16.666666666666668,2.3333333333333335,0,2,1,1,0,1,0,0
GD6696,25.0,1.5,2,1,0,1,0,1,0,0
GD6934,0.0,1.0,0,1,0,1,0,0,0,0
GD6991,53.333333333333336,1.3333333333333333,0,2,1,2,0,2,0,0
GD7066,70.0,1.6666666666666667,0,2,1,1,0,1,0,0
GD7139,33.333333333333336,1.3333333333333333,0,2,1,1,0,1,0,0
GD7219,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
GD7343,33.333333333333336,1.0,0,2,1,1,0,1,0,0
GD7514,60.0,1.6666666666666667,0,0,1,2,0,2,0,0
GD7796,66.66666666666667,1.0,0,0,1,1,0,0,0,0
GD8008,25.0,0.8333333333333334,0,1,0,1,0,1,0,0
GD8107,37.5,2.0,0,0,1,1,0,1,0,0
GD8407,55.0,1.5,0,0,1,2,0,1,0,0
GD8414,25.0,1.0,0,0,1,1,0,1,0,0
GD8704,23.333333333333332,0.6666666666666666,1,0,0,1,0,1,0,0
GD8724,0.0,2.0,0,1,0,1,0,1,0,0
GD9170,0.0,0.6666666666666666,0,1,0,1,0,1,0,0
GD9569,42.5,0.75,0,0,1,0,0,0,0,0
GD9609,50.0,1.5,0,0,1,0,0,0,0,0
GD9733,25.0,3.0,1,0,1,1,0,1,0,0
GD9743,90.0,1.0,0,0,1,1,0,1,0,0
GD9758,52.5,1.0,0,0,1,2,0,2,0,0
GE0804,10.0,0.6,0,1,0,1,0,0,0,0
GE0916,25.0,4.0,2,0,1,1,0,2,0,0
GE1167,8.333333333333334,0.6666666666666666,0,1,0,1,0,1,0,0
GE1503,0.0,2.0,1,1,0,1,0,1,0,0
GE1554,23.333333333333332,0.6666666666666666,1,1,0,1,0,1,0,0
GE1738,10.0,1.5,0,0,1,1,0,1,1,1
GE1778,25.0,1.75,0,2,1,1,0,2,0,0
GE1828,16.666666666666668,2.6666666666666665,1,2,1,1,0,1,0,0
GE1990,25.0,2.0,1,2,1,1,0,1,0,0
GE2123,37.5,1.0,0,0,1,1,0,1,0,0
GE2315,60.0,1.6666666666666667,0,2,1,1,0,1,0,0
GE2677,50.0,2.0,0,2,1,1,0,2,0,0
GE2769,16.666666666666668,0.3333333333333333,0,1,0,1,0,1,0,0
GE3374,33.333333333333336,2.0,0,2,1,1,0,0,0,0
GE3672,37.5,2.5,0,0,1,1,0,2,0,0
GE3892,50.0,2.3333333333333335,0,0,1,1,0,1,0,0
GE3974,13.333333333333334,1.0,0,0,1,1,0,1,1,1
GE4269,8.333333333333334,0.3333333333333333,0,1,0,1,0,1,0,0
GE4274,60.0,1.0,0,0,1,1,0,0,0,0
GE4310,50.0,2.0,0,2,1,2,0,1,0,0
GE4629,50.0,0.5,0,0,1,1,0,1,0,0
GE4701,10.0,4.0,1,2,1,1,0,1,0,0
GE5235,12.5,1.5,0,2,1,0,0,2,0,0
GE5584,37.5,0.25,0,1,0,1,0,1,0,0
GE6080,37.5,2.0,0,0,1,1,0,2,0,0
GE6149,12.5,0.5,0,1,0,1,0,1,0,0
GE6425,16.666666666666668,0.8333333333333334,0,1,0,1,0,1,0,0
GE6621,53.333333333333336,1.6666666666666667,0,2,1,1,0,2,1,0
GE7164,45.0,1.0,0,0,1,1,0,1,0,0
GE7207,33.333333333333336,2.0,0,0,1,1,0,2,0,0
GE7496,43.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GE7608,38.0,0.4,0,0,1,1,0,1,0,0
GE7690,25.0,1.25,0,0,1,1,0,1,0,0
GE7785,33.333333333333336,2.3333333333333335,0,2,1,2,0,0,0,0
GE7801,0.0,0.6666666666666666,0,0,1,1,0,1,0,0
GE7865,16.666666666666668,4.0,0,2,1,1,0,2,0,0
GE8063,16.666666666666668,3.6666666666666665,0,2,1,1,0,1,0,0
GE8073,60.0,2.6666666666666665,0,0,1,1,0,1,0,0
GE8098,65.0,1.5,0,0,1,1,0,1,0,0
GE8315,76.66666666666667,0.6666666666666666,0,0,1,2,0,0,0,0
GE8582,14.285714285714286,1.2857142857142858,0,2,1,1,0,1,0,0
GE8685,10.0,0.4,0,1,0,1,0,1,0,0
GE8697,0.0,2.6666666666666665,0,1,0,1,0,1,0,0
GE8912,37.5,1.25,0,0,1,1,0,2,0,0
GE9147,45.0,0.5,0,0,1,1,0,0,0,0
GE9559,0.0,1.0,0,0,1,1,0,0,0,0
GE9809,33.333333333333336,1.3333333333333333,0,0,1,1,0,2,0,0
GF0358,43.333333333333336,0.6666666666666666,0,2,1,1,0,2,0,0
GF0366,25.0,1.75,0,0,1,1,0,0,0,0
GF0394,0.0,1.0,3,0,1,1,0,0,0,0
GF0403,25.0,0.75,0,0,1,1,0,1,0,0
GF0465,33.333333333333336,2.3333333333333335,1,2,1,1,0,0,0,0
GF0499,60.0,2.3333333333333335,0,0,1,2,0,0,0,0
GF0505,50.0,1.3333333333333333,0,0,1,2,0,1,0,0
GF0574,16.666666666666668,2.3333333333333335,0,2,1,1,0,0,0,0
GF0591,26.666666666666668,3.3333333333333335,1,2,1,0,0,1,0,0
GF0966,33.333333333333336,2.0,1,2,1,2,0,2,0,0
GF1029,53.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
GF1065,25.0,1.5,1,0,1,1,0,2,0,0
GF1081,16.666666666666668,1.1666666666666667,0,1,0,1,0,1,0,0
GF1444,57.5,0.5,0,0,1,1,0,0,0,0
GF1516,16.666666666666668,2.3333333333333335,0,2,1,1,0,2,0,0
GF1646,33.333333333333336,1.6666666666666667,0,2,1,1,0,1,0,0
GF1689,26.666666666666668,1.6666666666666667,0,0,1,2,0,2,0,0
GF1789,20.0,0.75,0,1,0,1,0,1,0,0
GF1922,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
GF2099,37.5,1.5,0,2,1,1,0,1,0,0
GF2276,12.5,0.75,0,1,0,1,0,1,0,0
GF2400,50.0,1.6666666666666667,0,0,1,2,0,0,0,0
GF2837,25.0,0.3333333333333333,1,1,0,1,0,1,0,0
GF2993,20.0,0.6,3,1,0,1,0,1,0,0
GF3000,0.0,3.0,1,1,0,1,0,1,0,0
GF3356,60.0,2.6666666666666665,1,2,1,2,0,0,0,0
GF3567,6.666666666666667,2.0,0,0,1,1,0,0,0,0
GF3834,33.333333333333336,1.3333333333333333,0,2,1,1,0,0,0,0
GF3838,76.66666666666667,1.3333333333333333,0,0,1,1,0,1,0,0
GF3846,23.333333333333332,1.3333333333333333,0,0,1,0,0,1,0,0
GF3881,50.0,2.0,3,2,1,2,0,0,0,0
GF3907,25.0,1.0,2,0,1,1,0,1,0,0
GF3909,25.0,0.6666666666666666,0,1,0,1,0,1,0,0
GF4076,25.0,0.5,0,0,1,1,0,0,0,0
GF4127,0.0,3.0,2,2,1,1,0,2,0,0
GF4188,25.0,2.1666666666666665,0,1,0,1,0,1,0,0
GF4307,20.0,0.4,0,1,0,1,0,1,0,0
GF4476,16.666666666666668,0.8333333333333334,1,1,0,1,0,1,0,0
GF4551,17.142857142857142,1.2857142857142858,0,1,0,1,0,2,0,0
GF4666,16.666666666666668,0.16666666666666666,1,1,0,1,0,1,0,0
GF4671,50.0,1.5,1,0,1,1,0,0,0,0
GF4721,50.0,2.5,0,0,1,1,0,1,0,0
GF5081,0.0,1.0,0,1,0,1,0,0,0,0
GF5245,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GF5268,47.5,0.75,0,0,1,1,0,1,0,0
GF5383,10.0,0.6,0,1,0,1,0,1,0,0
GF5507,26.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
GF5537,25.0,2.0,2,0,1,1,0,1,0,0
GF5599,25.0,0.5,0,0,1,1,0,1,0,0
GF5635,28.571428571428573,0.7142857142857143,0,0,1,1,0,1,0,0
GF5723,8.333333333333334,1.1666666666666667,2,1,0,1,0,1,0,0
GF5891,50.0,1.0,0,0,1,1,0,1,0,0
GF5949,16.666666666666668,0.5,1,1,0,1,0,2,0,0
GF6434,23.333333333333332,0.6666666666666666,0,2,1,1,0,0,0,0
GF6525,60.0,1.6666666666666667,0,2,1,2,0,2,0,0
GF6735,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
GF6973,16.666666666666668,2.0,0,2,1,1,0,1,0,0
GF7180,53.333333333333336,2.0,1,0,1,1,1,2,1,0
GF7349,8.333333333333334,1.1666666666666667,1,2,1,1,0,2,0,0
GF7415,37.5,1.75,0,0,1,1,0,1,0,0
GF7658,10.0,1.4,2,1,0,1,0,1,0,0
GF7726,0.0,0.8333333333333334,2,0,0,1,0,1,0,0
GF7775,25.0,1.5,0,0,1,1,0,1,0,0
GF7928,50.0,0.75,0,0,1,1,0,0,0,0
GF8422,25.0,0.75,1,1,0,1,0,1,0,0
GF8614,33.333333333333336,1.0,0,0,1,1,0,0,0,0
GF8691,12.5,1.75,1,1,0,1,0,1,0,0
GF8739,16.666666666666668,1.0,0,0,1,2,0,2,0,0
GF8968,8.333333333333334,1.3333333333333333,0,1,0,1,0,1,0,0
GF9134,26.666666666666668,1.0,0,0,1,1,0,1,0,0
GF9331,50.0,2.0,1,0,1,2,0,0,0,0
GF9391,0.0,3.5,1,1,0,1,0,1,0,0
GF9446,57.5,1.75,0,0,1,1,0,2,0,0
GF9897,33.333333333333336,1.3333333333333333,1,0,1,1,0,2,0,0
GF9937,14.285714285714286,1.0,0,1,0,1,0,1,0,0
GG0579,66.66666666666667,0.3333333333333333,0,0,1,2,0,1,0,0
GG0710,0.0,2.0,1,0,1,1,0,0,0,0
GG1130,50.0,4.0,3,2,1,1,0,0,0,1
GG1517,66.66666666666667,1.3333333333333333,1,2,1,1,0,1,0,0
GG1721,60.0,0.6666666666666666,0,0,1,1,0,1,0,0
GG1805,37.5,0.5,0,0,1,1,0,0,0,0
GG2438,25.0,1.0,0,0,1,1,0,1,0,0
GG2468,0.0,1.75,0,1,0,1,0,0,0,0
GG2553,60.0,0.75,0,0,1,1,0,0,0,0
GG2587,26.0,0.2,0,1,0,1,0,1,0,0
GG2677,30.0,1.0,1,0,1,1,0,1,0,0
GG2736,45.0,1.25,0,0,1,1,0,1,0,0
GG2918,50.0,2.0,0,2,1,1,0,2,0,0
GG3118,33.333333333333336,1.0,0,2,1,0,0,2,0,0
GG3394,37.5,0.75,0,2,1,1,0,1,0,0
GG3633,50.0,3.0,1,2,1,1,0,1,0,0
GG3700,76.66666666666667,0.6666666666666666,0,0,1,1,0,1,0,0
GG4003,50.0,1.0,0,0,1,2,0,0,0,0
GG4018,6.666666666666667,2.3333333333333335,1,2,1,0,0,2,0,0
GG4152,16.666666666666668,0.5,1,1,0,1,0,0,0,0
GG4238,0.0,3.3333333333333335,0,0,1,1,0,1,0,0
GG4588,16.666666666666668,1.6666666666666667,0,2,1,1,0,0,0,0
GG4695,86.66666666666667,0.6666666666666666,1,0,1,2,0,1,0,0
GG4828,0.0,3.0,1,2,1,0,0,2,0,0
GG4974,65.0,1.0,2,0,1,2,0,1,0,0
GG5011,33.333333333333336,1.6666666666666667,1,2,1,1,0,2,0,0
GG5123,20.0,1.0,0,1,0,1,0,1,0,0
GG5306,25.0,0.5,0,0,1,1,0,1,0,0
GG5672,55.0,1.0,0,2,1,1,0,1,0,0
GG6138,12.5,2.0,0,2,1,1,0,1,0,0
GG6297,10.0,4.0,0,0,1,1,0,1,0,0
GG6385,33.333333333333336,2.0,0,0,1,1,0,2,0,0
GG6872,60.0,0.6666666666666666,0,0,1,2,0,0,0,0
GG6975,25.714285714285715,1.4285714285714286,0,0,1,1,0,1,0,0
GG7094,21.428571428571427,0.7142857142857143,0,1,0,1,0,1,0,0
GG7177,50.0,0.75,0,0,1,1,0,0,0,0
GG7421,75.0,1.5,0,0,1,1,0,1,0,0
GG7428,25.0,1.0,0,2,1,0,0,1,0,0
GG7553,45.0,1.0,0,0,0,1,0,0,0,0
GG7696,33.333333333333336,1.0,0,2,1,1,0,0,0,0
GG8050,0.0,2.0,2,0,1,0,0,2,0,0
GG8111,13.333333333333334,3.0,0,2,1,1,0,1,0,0
GG8652,20.0,0.8,1,1,1,1,0,1,0,0
GG8891,66.66666666666667,1.3333333333333333,0,0,1,2,0,0,0,0
GG9257,25.0,1.5,2,0,1,1,0,1,0,0
GG9386,73.33333333333333,0.0,0,0,1,1,0,1,0,0
GG9645,0.0,1.6666666666666667,0,1,0,1,0,1,0,0
GG9837,28.0,0.8,1,0,1,1,0,1,0,0
GG9962,23.333333333333332,0.5,0,1,0,1,0,2,0,0
GH0086,50.0,0.0,2,0,1,2,0,2,0,0
GH0113,16.666666666666668,2.3333333333333335,0,0,1,1,0,0,0,0
GH0201,30.0,0.6,3,0,1,1,0,1,0,0
GH0386,22.5,1.25,0,0,1,0,0,2,0,0
GH0559,37.5,2.25,0,2,1,1,0,2,0,0
GH0803,65.0,0.5,0,0,1,2,0,1,0,0
GH0918,21.428571428571427,0.7142857142857143,0,1,0,1,0,1,0,0
GH1015,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
GH1042,57.5,1.5,0,0,1,1,0,0,0,0
GH1290,25.0,0.0,0,0,1,1,0,1,0,0
GH1974,56.666666666666664,0.6666666666666666,0,0,1,2,0,0,0,0
GH2081,25.0,2.5,1,2,1,1,0,1,0,0
GH2221,15.0,0.5,0,0,1,1,0,1,0,0
GH2253,0.0,1.25,0,0,0,1,0,2,0,0
GH3293,50.0,2.0,0,0,1,1,0,1,0,0
GH3410,25.0,1.5,1,0,1,1,0,0,0,0
GH3483,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
GH3619,26.666666666666668,1.3333333333333333,0,0,1,0,0,2,0,0
GH3671,66.66666666666667,0.3333333333333333,0,0,1,2,0,0,0,0
GH3772,45.0,1.25,0,0,1,2,0,1,0,0
GH3792,0.0,0.75,0,1,0,1,0,1,0,0
GH4264,16.666666666666668,0.3333333333333333,1,1,0,1,0,0,0,0
GH4503,25.0,1.0,2,0,1,1,0,0,0,0
GH4719,20.0,3.5,1,0,1,1,0,0,0,0
GH4866,45.0,0.5,1,0,1,1,0,1,0,0
GH4984,50.0,1.3333333333333333,0,0,1,1,0,0,0,0
GH5105,0.0,0.6666666666666666,0,1,0,1,0,1,0,0
GH5205,12.5,0.75,2,1,0,1,0,1,0,0
GH5209,53.333333333333336,0.6666666666666666,1,0,1,1,0,1,0,0
GH5459,10.0,1.0,0,1,0,1,0,1,0,0
GH5480,10.0,0.6,0,0,1,1,0,0,0,0
GH5794,0.0,1.0,0,0,1,1,0,1,0,0
GH5966,23.333333333333332,0.5,1,0,1,1,0,1,0,0
GH6372,50.0,1.3333333333333333,0,2,1,2,0,1,0,0
GH6600,28.0,0.6,0,1,0,1,0,1,0,0
GH6654,76.66666666666667,1.0,0,0,1,1,0,1,0,0
GH6778,60.0,0.6666666666666666,0,2,1,1,0,1,0,0
GH6856,25.0,0.5,0,0,1,1,0,1,0,0
GH6967,26.0,1.0,0,1,0,1,0,1,0,0
GH7017,46.666666666666664,1.0,0,2,1,2,0,0,0,0
GH7256,37.5,0.75,0,0,1,1,0,0,0,0
GH7377,30.0,0.75,0,0,1,1,0,2,0,0
GH7400,37.5,1.5,0,0,1,1,0,1,0,0
GH7403,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
GH7569,40.0,1.3333333333333333,0,0,1,1,0,1,0,0
GH7734,0.0,1.0,0,0,1,1,0,0,0,0
GH7738,70.0,1.6666666666666667,1,0,1,2,0,2,0,0
GH8126,46.666666666666664,1.6666666666666667,0,2,1,2,0,2,0,0
GH8314,50.0,1.0,0,2,1,1,0,1,0,0
GH8605,53.333333333333336,2.6666666666666665,0,0,1,2,0,2,0,0
GH8613,50.0,2.0,3,2,1,1,0,1,0,0
GH8672,25.0,1.0,2,0,1,1,0,2,0,0
GH8796,16.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
GH8954,0.0,1.3333333333333333,0,1,0,1,0,0,0,0
GH9160,33.333333333333336,1.6666666666666667,0,0,1,2,0,2,0,0
GH9168,50.0,1.0,0,0,1,1,0,1,0,0
GH9283,12.5,0.75,0,1,0,1,0,1,0,0
GH9436,26.666666666666668,2.6666666666666665,0,2,1,0,0,2,0,0
GH9538,50.0,4.0,3,2,1,1,0,1,0,0
GI0142,14.285714285714286,1.1428571428571428,0,1,0,1,0,1,0,0
GI0257,20.0,1.8,1,1,0,1,0,1,0,0
GI0543,32.5,1.75,0,2,1,1,0,0,0,0
GI0578,20.0,1.6,1,1,0,1,0,1,0,0
GI0717,21.666666666666668,1.0,0,1,0,1,0,0,0,0
GI0813,45.0,0.75,0,0,1,1,0,1,0,0
GI0841,37.5,3.0,0,2,1,1,0,0,0,0
GI0865,50.0,1.0,1,0,1,1,0,0,0,0
GI0903,0.0,3.0,1,0,1,1,0,1,0,0
GI1080,25.0,1.5,1,0,1,1,0,0,0,0
GI1198,46.666666666666664,1.6666666666666667,0,0,1,1,0,1,0,0
GI1390,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
GI1434,32.5,0.25,0,0,1,2,0,1,0,0
GI1531,53.333333333333336,2.0,1,0,1,1,0,0,0,0
GI1870,62.5,1.25,0,0,1,1,0,1,0,0
GI2036,25.0,0.75,0,0,1,1,0,0,0,0
GI2514,35.0,1.5,1,0,1,1,0,1,0,0
GI2737,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
GI2749,0.0,2.6666666666666665,0,1,0,1,0,1,0,0
GI2753,0.0,0.7142857142857143,1,1,0,1,0,1,0,0
GI2907,50.0,0.75,0,0,1,1,0,1,0,0
GI2949,50.0,1.6666666666666667,1,0,1,1,0,1,0,0
GI3012,50.0,1.5,0,0,1,1,0,1,0,0
GI3036,25.0,3.5,2,0,1,1,0,0,0,0
GI3231,16.666666666666668,1.5,0,1,0,1,0,1,0,0
GI3351,35.0,1.0,2,0,1,0,0,0,0,0
GI3470,20.0,0.5,3,1,0,1,0,1,0,0
GI3709,30.0,0.4,2,2,1,1,0,1,0,0
GI3747,0.0,1.6,0,1,0,1,0,1,0,0
GI3851,7.142857142857143,1.1428571428571428,1,1,0,1,0,0,0,0
GI4187,37.5,2.0,0,0,1,1,0,2,0,0
GI4331,33.333333333333336,1.0,0,0,1,2,0,0,0,0
GI4549,18.571428571428573,0.8571428571428571,0,1,0,1,0,1,0,0
GI4904,50.0,0.5,0,2,1,1,0,0,0,0
GI5082,25.0,0.5,0,1,0,1,0,1,0,0
GI5662,50.0,1.0,3,2,1,1,0,0,0,0
GI5689,16.666666666666668,2.6666666666666665,0,2,1,1,0,0,0,0
GI5736,20.0,0.4,2,1,0,1,0,1,0,0
GI6019,50.0,1.0,3,0,1,1,0,0,1,0
GI6149,32.5,1.25,0,0,1,1,0,1,0,0
GI6460,50.0,1.0,0,0,1,1,0,0,0,0
GI6520,50.0,2.0,0,0,1,2,0,2,0,0
GI6816,60.0,1.0,0,0,1,1,0,0,0,0
GI6884,33.333333333333336,1.0,0,0,1,1,0,1,0,0
GI6968,26.0,0.6,2,1,0,1,0,1,0,0
GI7051,66.66666666666667,1.3333333333333333,0,0,1,1,0,1,0,0
GI7382,45.0,1.25,0,0,1,1,0,1,0,0
GI7674,16.666666666666668,2.6666666666666665,0,2,1,1,0,2,0,0
GI7781,43.333333333333336,1.0,0,0,1,1,0,0,0,0
GI8489,30.0,2.5,0,2,1,1,0,0,0,0
GI9321,0.0,0.5,1,1,0,1,0,1,0,0
GI9322,33.333333333333336,1.0,0,0,1,1,0,0,0,0
GI9560,28.571428571428573,0.7142857142857143,0,0,1,1,0,1,0,0
GI9923,67.5,0.25,0,0,1,1,0,1,0,0
GJ0030,60.0,1.6666666666666667,1,2,1,1,0,1,0,0
GJ0323,66.66666666666667,0.6666666666666666,0,0,1,1,0,1,0,0
GJ0577,6.666666666666667,1.6666666666666667,0,0,1,1,0,1,0,0
GJ0751,50.0,2.0,3,0,1,2,0,1,0,0
GJ0944,37.5,1.25,0,2,1,1,0,1,0,0
GJ0993,37.5,1.0,0,0,1,1,0,1,0,0
GJ1099,25.0,2.5,2,2,1,1,0,2,0,0
GJ1118,16.666666666666668,2.3333333333333335,1,2,1,1,0,2,0,0
GJ1233,26.0,0.8,0,1,0,1,0,1,0,0
GJ1357,33.333333333333336,2.0,1,0,1,1,0,1,0,0
GJ1472,25.0,1.75,0,1,1,1,0,1,0,0
GJ1596,37.5,0.25,0,0,1,1,0,1,0,0
GJ1835,37.5,1.75,0,0,1,1,0,0,0,0
GJ1882,0.0,1.6666666666666667,0,2,1,1,0,1,0,0
GJ1950,25.0,1.5,0,0,1,1,0,0,0,0
GJ2074,60.0,1.3333333333333333,0,0,1,0,0,0,0,0
GJ2404,40.0,1.5,0,0,1,1,0,0,0,0
GJ2608,33.333333333333336,2.3333333333333335,0,0,1,1,0,0,0,0
GJ2814,16.666666666666668,1.6666666666666667,1,0,1,0,0,2,0,0
GJ2896,26.666666666666668,2.3333333333333335,0,2,1,1,0,2,0,0
GJ3252,25.0,1.25,0,0,1,1,0,2,0,0
GJ3448,50.0,1.5,1,0,1,1,0,2,0,0
GJ3932,50.0,2.0,0,0,1,1,0,1,0,0
GJ4005,50.0,4.0,3,2,1,2,0,2,0,0
GJ4225,11.666666666666666,1.0,0,1,0,1,0,1,0,0
GJ4579,23.333333333333332,1.6666666666666667,0,0,1,0,0,2,0,0
GJ4748,16.0,0.6,0,1,0,1,0,1,0,0
GJ5057,12.5,0.5,3,1,0,1,0,0,0,0
GJ5120,50.0,1.25,0,0,1,1,0,1,0,0
GJ5221,46.666666666666664,0.3333333333333333,0,0,1,1,0,1,1,0
GJ5296,0.0,0.75,3,1,0,1,0,1,0,0
GJ5535,10.0,3.5,1,0,1,0,0,2,0,0
GJ5666,25.0,2.0,0,0,1,1,0,1,0,0
GJ5774,25.0,0.75,0,0,0,1,0,1,0,0
GJ5850,23.333333333333332,1.3333333333333333,1,0,1,1,0,1,0,0
GJ5866,10.0,2.5,2,0,1,1,0,1,0,0
GJ5934,6.666666666666667,1.6666666666666667,0,0,1,1,0,0,0,0
GJ6045,25.0,1.5,0,2,1,1,0,2,0,0
GJ6223,25.0,1.5,0,0,1,1,0,1,0,0
GJ6359,0.0,2.25,0,2,1,1,0,1,0,0
GJ6376,72.5,0.5,0,0,1,1,0,1,0,0
GJ6730,25.0,0.5,1,1,0,1,0,1,0,0
GJ6937,50.0,1.5,1,0,1,2,0,0,0,0
GJ6950,0.0,1.0,0,2,1,1,0,0,0,0
GJ7093,70.0,0.0,1,0,1,2,0,1,0,0
GJ7208,33.333333333333336,2.3333333333333335,0,2,1,1,0,0,0,0
GJ7340,28.0,0.4,2,1,0,1,0,0,0,0
GJ7430,65.0,1.5,2,0,1,2,0,1,0,0
GJ7447,33.333333333333336,1.0,0,0,1,1,0,0,0,0
GJ7693,0.0,0.3333333333333333,2,0,1,1,0,0,0,0
GJ7925,33.333333333333336,0.6666666666666666,1,0,1,1,0,1,0,0
GJ7962,0.0,0.0,0,1,0,1,0,1,0,0
GJ8031,20.0,1.2,1,1,1,1,0,1,0,0
GJ8291,47.5,0.75,0,0,1,1,0,1,0,0
GJ8539,25.0,2.5,0,0,1,1,0,0,0,0
GJ8642,25.0,1.5,0,0,1,1,0,0,0,0
GJ8994,0.0,0.0,0,1,0,1,0,1,0,0
GJ9049,50.0,1.0,1,0,1,1,0,1,0,0
GJ9192,50.0,1.5,2,0,1,1,0,1,0,0
GJ9213,35.0,1.25,0,0,1,1,0,1,0,0
GJ9351,33.333333333333336,1.0,1,0,1,2,0,2,0,0
GJ9483,8.333333333333334,1.6666666666666667,1,1,0,1,0,1,0,0
GJ9537,37.5,1.5,0,0,1,0,0,1,0,0
GJ9572,16.666666666666668,1.0,0,0,1,1,0,1,0,0
GJ9710,50.0,1.0,1,0,1,1,0,1,0,0
GJ9750,25.0,1.5,0,0,1,1,0,1,0,0
GJ9815,33.333333333333336,3.0,1,2,1,1,0,1,0,0
GJ9961,40.0,1.3333333333333333,0,0,1,0,0,0,0,0
GK0206,30.0,0.75,0,0,1,1,0,1,0,0
