Co_Ref,crm_contractor_sentiment_score,crm_agent_chase_count,Time_to_Renewal,crm_delays_in_accreditation,crm_contractor_engagement,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_overdue,crm_customer_complained,crm_dissatisfaction_with_support
WY6575,50.0,1.5,0,2,1,1,0,1,0,0
WY6971,85.0,2.0,1,0,1,1,0,0,0,0
WY7037,37.5,1.75,0,0,1,1,0,0,0,0
WY7154,50.0,1.6666666666666667,0,2,1,2,0,0,0,1
WY7161,37.5,0.25,0,0,1,1,0,1,0,0
WY7281,0.0,1.25,3,1,0,1,0,1,0,0
WY7340,65.0,0.0,0,0,1,1,0,1,0,0
WY8299,23.333333333333332,0.3333333333333333,1,1,0,1,0,1,0,0
WY8479,7.142857142857143,1.0,0,1,0,1,0,1,0,0
WY8636,12.5,1.5,0,0,1,1,0,1,0,0
WY8820,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
WY9068,65.0,0.5,1,0,1,1,0,0,0,0
WY9122,24.285714285714285,0.7142857142857143,0,0,1,1,0,1,0,0
WY9318,50.0,1.0,1,0,1,1,0,1,0,0
WY9361,25.0,0.5,0,0,1,0,0,1,0,0
WY9728,33.333333333333336,2.0,0,2,1,1,0,1,0,0
WY9898,45.0,0.5,1,0,1,1,0,0,0,0
WZ0049,33.333333333333336,1.0,1,0,1,1,0,1,0,0
WZ0543,0.0,1.25,0,1,0,1,0,0,0,0
WZ1074,16.666666666666668,0.6666666666666666,0,0,1,0,0,1,0,0
WZ1181,35.0,2.0,1,0,1,0,0,1,0,0
WZ1355,26.0,0.6,1,0,1,1,0,1,0,0
WZ1369,0.0,1.0,0,0,1,1,0,1,0,0
WZ1374,46.666666666666664,0.6666666666666666,0,0,1,1,0,1,1,1
WZ1516,0.0,2.75,0,1,0,1,0,1,0,0
WZ1554,22.5,0.25,0,2,1,1,0,1,0,0
WZ1665,33.333333333333336,2.0,0,0,1,1,0,1,0,0
WZ1730,45.0,1.5,0,0,1,2,0,1,0,0
WZ2086,40.0,1.0,0,0,1,1,0,0,0,0
WZ2144,25.0,1.25,0,0,1,1,0,1,0,0
WZ2373,33.333333333333336,2.0,0,0,1,0,0,2,0,0
WZ3045,16.666666666666668,1.6666666666666667,0,2,1,1,0,1,0,0
WZ3185,10.0,0.8,2,1,0,1,0,0,0,0
WZ3395,26.0,0.4,0,1,0,1,0,1,0,0
WZ3558,33.333333333333336,1.3333333333333333,0,0,1,1,0,0,0,0
WZ3691,0.0,0.0,0,1,0,1,0,0,0,0
WZ3783,50.0,1.0,1,0,1,1,0,1,0,0
WZ4134,33.333333333333336,1.6666666666666667,0,2,1,1,0,1,0,0
WZ4141,10.0,0.8,1,1,0,1,0,0,0,0
WZ4219,0.0,1.3333333333333333,0,1,0,1,0,2,0,1
WZ4380,21.666666666666668,1.5,1,0,0,1,0,1,0,0
WZ4405,0.0,2.0,0,0,1,1,0,0,0,0
WZ4608,25.0,2.25,0,2,1,1,0,1,0,0
WZ4693,25.0,1.75,0,2,1,0,1,1,0,0
WZ4798,35.0,1.25,0,0,1,1,0,2,0,0
WZ4858,16.666666666666668,1.0,0,0,1,1,0,1,0,0
WZ4871,16.666666666666668,0.3333333333333333,0,0,1,1,0,1,0,0
WZ5029,50.0,2.5,0,0,1,1,0,1,0,0
WZ5097,22.5,1.0,0,1,0,1,0,1,0,0
WZ5202,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
WZ5451,33.333333333333336,0.0,0,0,1,1,0,1,0,0
WZ5462,16.666666666666668,2.3333333333333335,0,2,1,1,0,2,0,0
WZ5535,50.0,1.0,1,0,1,1,0,0,0,0
WZ6099,16.666666666666668,0.6666666666666666,0,0,1,1,0,1,0,0
WZ6416,10.0,1.4,0,1,0,1,0,0,0,0
WZ6531,16.666666666666668,1.0,0,2,1,1,0,2,0,0
WZ6716,43.333333333333336,0.6666666666666666,1,0,1,1,1,1,0,0
WZ7009,53.333333333333336,1.0,0,0,1,1,0,0,0,0
WZ7248,75.0,0.5,1,0,1,1,0,1,0,0
WZ7386,70.0,1.0,1,0,1,1,0,1,0,0
WZ7433,25.0,1.3333333333333333,1,1,0,1,0,1,0,0
WZ8098,0.0,2.0,0,2,1,1,0,1,0,0
WZ8119,25.0,2.5,0,0,1,1,0,0,0,0
WZ8211,7.142857142857143,0.5714285714285714,0,1,0,1,0,1,0,0
WZ8337,25.0,0.16666666666666666,0,0,0,1,0,1,0,0
WZ8389,16.666666666666668,2.0,0,0,1,1,0,0,0,0
WZ8409,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
WZ8443,50.0,1.0,1,0,1,1,0,0,0,0
WZ8475,0.0,2.0,2,0,1,1,0,1,0,0
WZ8717,50.0,2.5,0,0,1,2,0,0,0,0
WZ8862,25.0,2.0,0,0,1,1,0,0,0,0
WZ8893,10.0,0.8,1,1,1,1,0,1,0,0
WZ8904,0.0,1.0,0,1,0,1,0,1,0,0
WZ8937,33.333333333333336,1.6666666666666667,1,2,1,1,0,1,0,0
WZ9199,25.0,1.75,0,2,1,1,0,1,0,0
WZ9394,43.333333333333336,1.0,0,0,1,1,0,1,0,0
WZ9555,33.333333333333336,2.3333333333333335,0,0,1,1,0,1,0,0
WZ9925,10.0,0.6,0,1,0,1,0,1,0,0
WZ9943,65.0,2.5,2,0,1,1,0,0,0,0
XA0116,32.5,0.5,0,1,0,1,0,0,0,0
XA0134,32.5,0.25,0,1,0,1,0,0,0,0
XA0594,0.0,0.3333333333333333,1,1,0,1,0,0,0,0
XA0765,0.0,2.5,0,0,1,1,0,1,0,0
XA1403,50.0,1.0,0,0,1,2,0,0,0,0
XA1885,13.333333333333334,1.5,0,1,0,1,0,1,0,0
XA2028,0.0,1.0,0,1,1,1,0,1,0,0
XA2169,0.0,1.5,0,1,0,1,0,0,0,1
XA2210,60.0,2.0,0,0,1,2,0,1,0,0
XA3223,20.0,1.4,0,1,0,1,0,2,0,0
XA3606,42.5,1.5,0,2,1,1,0,1,0,0
XA3697,45.0,0.25,0,0,1,1,0,0,0,0
XA3851,50.0,1.0,1,0,1,1,0,0,0,0
XA4229,30.0,0.8,0,1,0,1,0,1,0,0
XA4418,12.5,0.5,0,0,1,1,0,1,0,0
XA4777,50.0,3.0,3,0,1,2,0,2,1,1
XA4823,50.0,1.0,3,2,1,2,0,1,0,0
XA4954,70.0,0.0,0,0,1,1,0,1,0,0
XA5019,60.0,1.6666666666666667,1,2,1,1,0,2,0,0
XA5165,40.0,1.0,0,0,1,1,0,1,0,0
XA5170,25.0,0.5,1,0,1,1,0,0,0,0
XA5507,17.5,1.0,0,0,1,1,0,0,0,0
XA5549,25.0,2.5,1,0,1,1,0,1,0,0
XA5712,0.0,2.0,2,1,0,1,0,0,0,0
XA6224,82.5,0.25,0,0,1,2,0,1,0,0
XA6537,0.0,0.0,0,0,1,1,0,0,0,0
XA6739,0.0,2.5,1,2,1,1,0,1,0,0
XA7030,57.5,0.75,0,0,1,1,0,1,0,0
XA7672,20.0,1.2,1,1,1,1,0,1,0,0
XA7701,50.0,1.6666666666666667,0,2,1,1,0,1,0,0
XA8862,50.0,1.0,1,0,1,1,0,1,0,0
XA9570,50.0,1.5,0,0,1,1,0,2,0,0
XA9714,25.0,1.5,0,0,1,1,0,0,0,0
XA9980,12.5,1.25,0,0,0,1,0,1,0,0
XB0136,50.0,0.6666666666666666,0,0,1,2,0,0,0,0
XB0214,10.0,1.5,0,0,1,1,0,1,0,0
XB0613,16.666666666666668,0.0,0,1,0,1,0,1,0,0
XB0977,45.0,1.5,0,0,1,1,0,2,0,0
XB1013,25.0,0.5,0,0,1,1,0,0,0,0
XB1398,16.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
XB1438,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
XB1571,25.0,1.75,0,2,1,1,0,1,0,0
XB1752,20.0,0.6,0,1,0,1,0,0,0,0
XB2344,33.333333333333336,2.3333333333333335,0,0,1,0,0,1,0,0
XB2654,60.0,1.3333333333333333,1,2,1,0,0,2,0,0
XB2677,20.0,0.6,1,1,0,1,0,0,0,0
XB2995,40.0,1.0,0,0,1,1,0,0,0,0
XB3034,0.0,1.75,0,1,0,1,0,1,0,0
XB3155,60.0,2.0,0,2,1,1,0,2,0,0
XB3235,25.0,0.25,1,0,0,1,0,0,0,0
XB3278,11.428571428571429,0.42857142857142855,0,1,0,1,0,1,0,0
XB3540,50.0,2.5,1,2,1,1,0,1,0,0
XB3682,0.0,1.5,0,0,1,1,0,0,0,0
XB3702,60.0,2.0,0,0,1,0,0,0,0,0
XB3972,50.0,1.0,0,2,1,1,0,1,0,0
XB4594,60.0,1.6666666666666667,0,0,1,1,0,1,0,0
XB4831,45.0,0.5,0,0,1,0,0,0,0,0
XB4843,40.0,1.0,0,0,1,1,0,1,1,0
XB5025,25.0,2.5,0,0,1,1,0,1,0,0
XB5079,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
XB6056,28.0,0.8,2,0,1,1,0,1,0,0
XB6348,50.0,1.0,1,2,1,1,0,1,0,0
XB6510,20.0,1.4,1,1,0,1,0,1,0,0
XB6740,62.5,2.0,0,2,1,1,0,1,0,0
XB6828,0.0,2.5,0,1,0,1,0,0,0,0
XB6908,21.428571428571427,1.4285714285714286,0,1,1,1,0,1,0,0
XB6974,25.0,1.5,0,0,1,1,0,0,0,0
XB7093,16.0,0.8,0,1,0,1,0,1,0,0
XB7218,37.5,1.0,0,0,1,1,0,1,0,0
XB7224,25.0,2.5,0,0,1,1,0,0,0,0
XB7611,65.0,1.5,0,0,1,1,0,0,0,0
XB7627,0.0,0.75,0,1,0,1,0,2,0,0
XB7839,50.0,2.0,2,0,1,2,0,1,0,0
XB7939,33.333333333333336,1.0,0,2,1,0,0,2,0,0
XB8226,0.0,1.5,0,1,0,1,0,1,0,0
XB8639,37.5,1.0,0,0,1,2,0,1,0,0
XB8707,37.5,1.0,0,0,1,1,0,1,0,0
XB9361,25.0,1.0,1,0,1,1,0,1,0,0
XB9369,25.0,2.0,2,2,1,1,0,0,0,0
XC0120,33.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
XC0130,35.0,1.0,1,2,1,2,0,1,0,0
XC1232,33.333333333333336,1.0,0,2,1,1,0,1,0,0
XC1673,20.0,1.5,1,2,1,2,0,0,0,0
XC1711,20.0,0.4,0,0,1,1,0,0,0,0
XC2141,5.0,1.5,0,2,1,1,0,1,0,0
XC2144,26.0,0.0,0,0,1,1,0,1,0,0
XC2974,8.333333333333334,1.1666666666666667,1,1,0,1,0,1,0,0
XC3402,75.0,1.5,0,0,1,1,0,1,0,0
XC3411,75.0,2.0,0,0,1,1,0,1,0,0
XC3646,12.5,1.0,0,2,1,1,0,1,0,0
XC3862,25.0,1.0,0,0,1,1,0,0,0,0
XC4024,25.0,1.75,0,0,1,1,0,2,0,0
XC4149,25.0,2.0,0,0,1,2,0,1,0,0
XC4388,16.666666666666668,1.3333333333333333,0,0,1,1,0,0,0,0
XC4732,25.0,1.0,0,0,1,1,0,0,0,0
XC4957,43.333333333333336,2.3333333333333335,0,0,1,1,0,1,0,0
XC5019,37.5,2.25,0,0,1,1,0,2,1,0
XC5106,50.0,2.0,3,2,1,1,0,0,0,0
XC5195,4.0,1.2,0,1,0,1,0,0,0,0
XC5846,20.0,1.2,2,2,1,1,0,0,0,0
XC6146,0.0,0.0,0,1,0,1,0,0,0,0
XC6199,25.0,2.25,0,0,1,1,0,1,0,0
XC6671,16.666666666666668,2.6666666666666665,1,2,1,1,0,1,0,0
XC6697,0.0,2.6666666666666665,0,1,0,1,0,0,0,0
XC6941,23.333333333333332,3.3333333333333335,0,2,1,1,0,1,0,0
XC7053,0.0,1.0,0,1,0,1,0,0,0,0
XC7255,37.5,1.75,0,0,1,1,0,0,0,0
XC7643,10.0,3.5,0,0,1,1,0,1,0,0
XC8005,25.0,2.0,0,0,1,1,0,0,0,0
XC8348,25.0,2.5,0,2,1,1,0,0,0,0
XC8421,50.0,4.0,3,2,1,1,0,1,0,0
XC8451,32.5,1.25,0,0,1,1,0,2,0,0
XC8782,50.0,1.0,0,0,1,2,0,2,0,0
XC8887,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
XC9115,50.0,3.0,3,2,1,1,0,0,0,0
XC9195,30.0,0.8,2,1,0,1,0,1,0,0
XC9555,16.666666666666668,1.0,0,1,0,1,0,0,0,0
XD0372,40.0,3.0,0,1,1,1,0,1,0,0
XD0470,21.666666666666668,0.3333333333333333,0,1,0,1,0,1,0,0
XD0757,25.0,1.0,0,0,1,1,0,1,0,0
XD0787,0.0,0.3333333333333333,0,1,0,1,0,0,0,0
XD1141,25.0,1.5,0,0,1,1,0,1,0,0
XD1917,12.5,1.5,0,0,1,1,0,1,0,0
XD1943,25.0,1.0,0,0,1,1,0,0,0,0
XD2097,26.0,1.2,1,0,1,1,0,1,0,0
XD2688,50.0,1.6666666666666667,0,2,1,1,0,1,0,0
XD3179,50.0,2.0,0,2,1,1,0,0,0,0
XD3601,25.0,2.5,0,0,1,0,0,0,0,0
XD4481,70.0,1.0,0,0,1,2,0,2,0,0
XD5181,53.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
XD5433,10.0,2.5,1,0,1,1,0,1,0,0
XD5527,0.0,0.0,0,0,1,1,0,0,0,0
XD5630,33.333333333333336,0.3333333333333333,0,0,1,1,0,1,0,0
XD5657,0.0,1.0,2,0,1,1,0,0,0,0
XD6584,16.666666666666668,0.5,0,1,0,1,0,1,0,0
XD6711,50.0,1.3333333333333333,1,2,1,1,0,1,0,0
XD6728,25.0,0.25,3,1,0,1,0,1,0,0
XD6841,0.0,1.6666666666666667,0,1,0,1,0,1,0,1
XD7225,50.0,1.5,0,0,1,0,0,0,0,0
XD7294,40.0,0.75,0,0,1,1,0,1,0,0
XD7768,42.5,0.5,0,0,1,1,0,0,0,0
XD7772,60.0,1.0,0,0,1,2,0,1,0,0
XD7900,33.333333333333336,1.6666666666666667,0,2,1,1,0,1,0,0
XD7949,0.0,3.5,1,1,0,1,0,0,0,0
XD8288,37.5,2.25,0,2,1,1,0,1,0,0
XD8389,25.0,1.0,0,1,0,1,0,1,0,0
XD8404,33.333333333333336,0.6666666666666666,0,0,1,1,0,0,0,0
XD8611,57.5,1.25,0,0,1,1,0,1,0,0
XD9445,26.0,0.0,0,0,1,1,0,1,0,0
XD9468,30.0,1.0,0,1,0,1,0,1,0,0
XD9631,0.0,0.0,0,0,1,1,0,1,0,0
XD9724,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
XD9731,26.666666666666668,2.3333333333333335,0,2,1,1,0,1,0,0
XD9778,0.0,1.6666666666666667,0,1,0,1,0,1,0,0
XD9894,0.0,0.0,0,1,0,1,0,1,0,0
XE0130,40.0,0.6666666666666666,0,0,1,1,0,0,0,0
XE0281,20.0,0.0,0,0,1,0,0,0,0,0
XE0401,66.66666666666667,1.0,0,0,1,1,0,0,0,0
XE0952,25.0,1.5,0,0,1,1,0,0,0,0
XE1074,50.0,1.0,2,0,1,1,0,1,0,0
XE1135,16.666666666666668,0.6666666666666666,2,0,0,1,0,0,0,0
XE1305,60.0,1.6666666666666667,0,0,1,1,0,1,0,0
XE1354,0.0,1.5,0,2,1,1,0,1,0,0
XE2001,0.0,1.5,1,1,0,1,0,0,0,0
XE2074,50.0,2.0,1,0,1,2,0,0,0,0
XE2102,6.666666666666667,2.6666666666666665,1,0,1,1,0,1,0,0
XE2136,25.0,2.5,0,0,1,1,0,1,0,0
XE2621,65.0,1.0,0,0,1,2,0,1,0,0
XE2764,14.285714285714286,0.42857142857142855,0,1,0,1,0,1,0,0
XE2772,40.0,0.5,0,0,1,1,0,1,0,0
XE3196,12.5,0.75,0,2,1,1,0,1,0,0
XE4024,50.0,1.3333333333333333,0,0,1,1,0,1,0,0
XE4185,10.0,0.8,0,1,0,1,0,0,0,0
XE4352,10.0,1.0,1,0,1,1,0,1,0,0
XE4418,50.0,1.5,0,0,1,1,0,1,0,0
XE4617,30.0,0.0,1,1,0,1,0,1,0,0
XE5586,0.0,1.1666666666666667,1,1,0,1,0,1,0,0
XE5765,14.285714285714286,1.0,0,1,0,1,0,1,0,0
XE6126,26.666666666666668,1.3333333333333333,0,2,1,1,0,1,0,0
XE6348,35.0,1.75,0,0,1,1,0,0,0,0
XE6360,50.0,3.0,3,2,1,1,0,2,0,0
XE6521,25.0,1.75,0,2,1,1,0,1,0,0
XE7059,50.0,1.0,0,0,1,1,0,1,0,0
XE7085,0.0,1.0,0,1,0,1,0,0,0,0
XE7383,50.0,1.5,1,0,1,1,0,0,0,0
XE7722,33.333333333333336,2.0,0,0,1,1,0,1,0,0
XE7805,25.0,0.3333333333333333,0,1,0,1,0,1,0,0
XE7956,0.0,0.5,0,1,0,1,0,2,0,0
XE8021,28.571428571428573,1.4285714285714286,0,1,1,1,0,1,0,0
XE8063,20.0,1.5,0,0,1,1,0,1,0,0
XE8403,50.0,1.5,0,0,1,1,0,0,0,0
XE8449,50.0,1.0,0,2,1,1,0,1,0,0
XE8453,25.714285714285715,0.14285714285714285,0,0,1,1,0,2,0,0
XE8678,0.0,0.5,0,0,1,1,0,1,0,0
XE8766,50.0,2.3333333333333335,1,2,1,1,0,2,0,0
XE8878,25.0,3.5,2,2,1,1,0,2,0,0
XE8935,70.0,3.0,0,0,1,1,0,1,0,0
XE9164,45.0,2.0,0,0,1,1,0,1,0,0
XE9352,10.0,0.8,1,1,0,1,0,0,0,0
XE9487,43.333333333333336,0.3333333333333333,1,0,1,1,0,1,0,0
XF0257,33.333333333333336,0.6666666666666666,0,0,1,1,0,1,0,0
XF0297,25.0,2.5,2,0,1,1,0,1,0,0
XF0385,0.0,3.5,0,2,1,1,0,0,0,0
XF0888,33.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
XF1240,0.0,0.2,0,1,0,1,0,1,0,0
XF1926,13.333333333333334,2.0,1,2,1,1,0,2,0,0
XF2127,25.0,2.75,0,0,1,1,0,0,0,0
XF2896,50.0,0.5,0,0,1,1,0,0,0,0
XF3161,45.0,0.25,0,0,1,1,0,0,0,0
XF3909,12.5,1.5,3,1,0,1,0,0,0,0
XF4304,70.0,2.0,0,0,1,2,0,0,0,0
XF4428,12.5,1.0,0,2,1,1,0,0,0,0
XF4542,50.0,2.0,1,2,1,1,0,0,0,0
XF5430,50.0,3.0,0,2,1,1,0,1,0,0
XF5901,33.333333333333336,1.0,0,0,1,1,0,1,0,0
XF6151,50.0,3.0,1,2,1,1,0,2,0,0
XF6191,0.0,1.3333333333333333,0,0,1,1,0,1,0,0
XF6629,46.666666666666664,1.6666666666666667,0,0,1,1,0,0,0,0
XF6870,0.0,2.0,1,0,1,1,0,1,0,0
XF7068,33.333333333333336,2.0,0,2,1,1,0,1,0,0
XF7124,33.333333333333336,2.3333333333333335,1,2,1,0,0,2,0,0
XF7479,65.0,1.5,0,0,1,0,0,1,0,0
XF7816,50.0,1.5,2,2,1,1,0,1,0,0
XF7857,40.0,1.5,1,0,1,1,0,0,0,0
XF7954,28.333333333333332,0.16666666666666666,2,1,0,1,0,0,0,0
XF7985,16.666666666666668,1.3333333333333333,0,2,1,1,0,0,0,0
XF8077,16.666666666666668,3.0,0,0,1,1,0,2,0,0
XF8241,40.0,1.6666666666666667,0,0,1,1,0,1,0,0
XF8604,70.0,0.5,0,0,1,2,0,1,0,0
XF8614,25.0,1.0,2,0,1,1,0,1,0,0
XF8778,50.0,2.0,1,0,1,2,0,2,0,0
XF8905,12.5,1.75,0,2,1,1,0,1,0,0
XF9060,5.0,1.0,2,1,0,1,0,1,0,0
XF9291,50.0,1.3333333333333333,0,0,1,2,0,0,0,1
XF9610,20.0,6.0,3,2,1,2,0,0,0,0
XF9684,6.666666666666667,3.0,1,2,1,0,0,2,0,0
XG0068,50.0,1.0,0,2,1,1,0,0,0,0
XG0141,33.333333333333336,2.6666666666666665,0,2,1,1,0,2,0,0
XG0260,37.5,0.75,0,0,1,1,0,1,0,0
XG0417,50.0,1.3333333333333333,0,0,1,1,0,2,0,0
XG0486,16.666666666666668,1.0,0,2,1,1,0,1,0,0
XG0688,33.333333333333336,0.6666666666666666,1,0,1,0,0,0,0,0
XG0868,33.333333333333336,1.6666666666666667,0,0,1,1,0,0,0,0
XG0976,50.0,2.0,0,2,1,1,0,1,0,0
XG1118,20.0,1.4,0,1,1,1,0,2,0,0
XG1203,47.5,0.5,0,0,1,1,0,0,0,0
XG1277,0.0,3.5,2,0,1,1,0,2,0,0
XG1345,31.666666666666668,1.6666666666666667,1,1,0,1,0,2,0,0
XG1375,21.666666666666668,0.3333333333333333,1,0,1,1,0,1,0,0
XG1433,50.0,0.0,1,0,1,1,0,1,0,0
XG1918,66.66666666666667,1.0,0,2,1,2,0,1,0,0
XG1960,60.0,2.3333333333333335,1,2,1,2,0,2,0,0
XG2628,37.5,0.75,0,0,1,1,0,2,0,0
XG2801,50.0,1.0,0,0,1,1,0,1,0,0
XG2867,37.5,1.0,0,0,1,1,0,1,0,0
XG2928,0.0,0.75,0,0,1,1,0,1,0,0
XG3106,30.0,0.0,1,1,0,1,0,0,0,0
XG3534,50.0,0.3333333333333333,0,0,1,1,0,1,0,0
XG3707,38.333333333333336,0.5,1,0,1,1,0,1,0,0
XG3863,66.66666666666667,1.3333333333333333,0,0,1,1,0,1,0,0
XG3971,75.0,2.0,0,0,1,1,0,0,0,0
XG3997,40.0,1.0,0,0,1,1,0,0,0,0
XG4062,33.333333333333336,1.0,0,0,1,1,0,0,0,0
XG4109,25.0,1.5,0,0,1,1,0,1,0,0
XG4315,26.666666666666668,1.0,0,0,1,1,0,0,0,0
XG4387,75.0,0.5,0,0,1,1,0,0,0,0
XG4603,33.333333333333336,2.6666666666666665,1,2,1,1,0,1,0,0
XG4796,50.0,2.5,0,2,1,1,0,1,0,0
XG5117,52.5,1.75,0,0,1,2,0,1,0,0
XG5292,33.333333333333336,1.0,0,0,1,1,0,1,0,0
XG5377,37.5,1.25,0,0,1,1,0,2,0,0
XG5546,50.0,1.5,2,0,1,2,0,0,0,0
XG5712,50.0,3.0,3,2,1,1,1,1,0,0
XG5889,65.0,1.0,0,0,1,1,0,1,0,0
XG6763,25.0,1.5,0,0,1,1,0,0,0,0
XG7077,0.0,0.75,0,0,1,1,0,1,0,0
XG7391,45.0,1.75,0,0,1,1,0,1,0,0
XG7408,50.0,1.0,0,0,1,1,0,1,0,0
XG7450,70.0,1.5,0,0,1,1,0,0,0,0
XG7529,50.0,0.3333333333333333,0,0,1,2,0,2,0,0
XG8034,30.0,1.3333333333333333,0,2,1,1,0,1,0,0
XG8692,10.0,0.4,0,1,0,1,0,1,0,0
XG8947,50.0,1.5,2,0,1,1,0,1,0,0
XG9012,10.0,1.5,2,0,1,2,0,0,0,0
XG9223,25.0,2.5,0,2,1,0,0,0,0,0
XG9231,16.666666666666668,1.3333333333333333,0,0,1,1,0,1,0,0
XG9294,73.33333333333333,1.0,0,0,1,1,0,0,0,0
XG9304,45.0,2.0,0,0,1,1,0,0,0,0
XG9444,33.333333333333336,1.0,0,2,1,1,0,1,0,0
XG9706,16.666666666666668,1.0,0,0,1,1,0,0,0,0
XH0026,50.0,2.0,2,0,1,1,0,1,0,0
XH0054,16.666666666666668,1.0,0,2,1,1,0,1,0,0
XH0375,16.666666666666668,1.0,1,2,1,1,0,2,0,0
XH0937,16.666666666666668,1.0,0,0,1,1,0,1,0,0
XH1690,0.0,2.5,0,1,0,1,0,2,0,0
XH2322,50.0,0.6666666666666666,0,0,1,1,0,0,0,0
XH2387,25.0,1.5,3,0,0,1,0,1,0,0
XH2463,33.333333333333336,2.0,0,2,1,1,0,1,0,0
XH2483,37.5,1.5,0,0,1,1,0,2,0,0
XH2571,43.333333333333336,2.0,0,0,1,1,0,0,0,0
XH2759,37.5,1.75,0,0,1,1,0,1,0,0
XH3335,50.0,0.6666666666666666,0,0,1,1,0,1,0,0
XH3405,7.142857142857143,0.8571428571428571,1,1,0,1,0,1,0,0
XH3702,50.0,2.5,0,0,1,2,0,2,0,0
XH3723,60.0,1.6666666666666667,0,0,1,1,0,2,0,0
XH3730,0.0,1.0,0,0,1,1,0,0,0,0
XH3888,65.0,0.5,0,0,1,1,0,0,0,0
XH3993,50.0,0.6666666666666666,0,0,1,1,0,0,0,0
XH4867,26.666666666666668,1.0,0,0,1,1,0,1,0,0
XH5466,5.0,0.75,0,0,1,1,0,0,0,0
XH5628,36.666666666666664,0.5,1,1,0,1,0,1,0,0
XH5990,25.0,1.5,2,0,1,1,0,0,0,0
XH6012,33.333333333333336,0.6666666666666666,1,0,1,1,0,1,0,0
XH6186,25.0,1.75,0,2,1,1,0,1,0,0
XH6466,50.0,1.25,0,0,1,1,0,2,0,0
XH6941,66.66666666666667,2.3333333333333335,0,2,1,1,0,2,0,0
XH7073,33.333333333333336,1.1666666666666667,0,1,0,1,0,1,0,0
XH7365,83.33333333333333,1.3333333333333333,0,0,1,1,0,1,0,0
XH7455,20.0,0.6,3,0,1,1,0,1,0,0
XH7461,57.5,0.75,0,0,1,1,0,1,0,0
XH7477,50.0,0.5,0,0,1,2,0,0,0,0
XH7963,0.0,2.6666666666666665,0,1,0,1,0,1,0,0
XH8363,50.0,2.0,2,0,1,2,0,0,0,0
XH8494,31.666666666666668,0.6666666666666666,0,1,0,1,0,1,0,0
XH8578,26.0,0.6,0,1,0,1,0,0,0,0
XH8674,23.333333333333332,3.3333333333333335,0,2,1,1,0,1,0,0
XH8931,25.0,0.5,0,0,1,1,0,0,0,0
XH9125,25.0,1.5,0,0,1,1,0,1,0,0
XH9130,76.66666666666667,0.6666666666666666,1,0,1,1,0,1,0,0
XH9616,30.0,1.0,0,0,1,1,1,1,0,0
XH9927,33.333333333333336,2.0,0,0,1,1,0,1,0,0
XI0084,0.0,1.3333333333333333,1,1,0,1,0,0,0,0
XI0522,25.0,2.5,1,2,1,1,0,1,0,0
XI0641,25.0,0.0,0,0,1,1,0,1,0,0
XI0675,25.0,1.75,0,2,1,1,0,1,0,0
XI0706,26.666666666666668,0.6666666666666666,0,2,1,1,0,1,0,0
XI0768,33.333333333333336,1.6666666666666667,0,0,1,1,0,1,0,0
XI1941,45.0,1.0,0,0,1,1,0,1,0,0
XI2204,46.5,1.75,0,2,1,2,0,2,0,0
XI2628,23.333333333333332,1.6666666666666667,1,0,1,2,0,2,0,0
XI2634,33.333333333333336,1.3333333333333333,0,2,1,2,0,1,0,0
XI3353,33.333333333333336,1.3333333333333333,0,0,1,1,0,1,0,0
XI3622,23.333333333333332,1.3333333333333333,0,2,1,0,0,1,0,0
XI3643,37.5,1.0,0,0,1,1,0,0,0,0
XI3839,33.333333333333336,1.0,1,0,1,1,0,2,0,0
XI3957,52.5,1.5,0,0,1,1,0,1,0,0
XI4471,10.0,2.5,0,0,1,1,0,1,0,0
XI4570,22.5,2.5,0,2,1,1,0,1,0,0
XI4788,16.666666666666668,3.0,0,2,1,1,0,0,0,0
XI5084,25.0,0.5,0,0,1,1,0,0,0,0
XI5194,33.333333333333336,1.3333333333333333,0,2,1,1,0,0,0,0
XI5562,70.0,1.3333333333333333,0,0,1,2,0,1,0,0
XI5736,46.666666666666664,1.6666666666666667,0,0,1,2,0,1,0,0
XI5806,30.0,2.6666666666666665,0,2,1,1,0,1,0,0
XI5814,43.333333333333336,1.6666666666666667,1,0,1,2,0,1,0,0
XI5892,37.5,0.75,0,0,1,1,0,1,0,0
XI6611,65.0,0.75,0,0,1,1,0,2,0,0
XI6735,0.0,1.0,0,1,0,1,0,1,0,0
XI7250,37.5,1.25,0,0,1,1,0,0,0,0
XI7801,0.0,1.0,0,1,0,1,0,1,0,0
XI7924,33.333333333333336,1.0,0,0,1,1,0,1,0,0
